athlete_id,pts_avg,pts_std,reb_avg,ast_avg,pra_avg,min_avg,games_played,games_started,athlete_display_name,team_id,team_display_name,team_abbreviation,position_group
3910470,8.514285714285714,5.505993678397626,4.514285714285714,2.5428571428571427,15.571428571428571,26.428571428571427,35,20,Maria Conde,131935,Toronto Tempo,TOR,Forward
3913680,2.3333333333333335,0.5773502691896258,1.6666666666666667,0.6666666666666666,4.666666666666667,7.0,3,0,Emese Hof,8,Minnesota Lynx,MIN,Center
3913881,6.03125,4.829241408404136,3.9375,1.03125,11.0,17.90625,32,18,Alanna Smith,3,Dallas Wings,DAL,Forward
3913903,1.4,2.1186998109427604,2.4,0.3,4.1,6.8,10,0,Teaira McCowan,8,Minnesota Lynx,MIN,Center
3916514,6.0,5.291502622129181,1.6666666666666667,0.3333333333333333,8.0,5.666666666666667,3,0,Kalani Brown,17,Las Vegas Aces,LV,Center
3917450,16.75,5.183306537980045,6.875,2.5625,26.1875,29.375,16,16,Napheesa Collier,8,Minnesota Lynx,MIN,Forward
3917453,4.4375,2.8841893812814674,2.09375,0.8125,7.34375,15.28125,32,1,Katie Lou Samuelson,14,Seattle Storm,SEA,Forward
3919496,6.285714285714286,5.747487576791981,2.7714285714285714,1.2571428571428571,10.314285714285715,16.17142857142857,35,5,Valeriane Ayayi,11,Phoenix Mercury,PHX,Forward
3920741,3.0,4.760952285695233,1.75,0.0,4.75,9.75,4,0,Kitija Laksa,3,Dallas Wings,DAL,Guard
3922628,8.783783783783784,5.260624884381529,3.2162162162162162,1.4324324324324325,13.432432432432432,23.864864864864863,37,14,Kennedy Burke,18,Connecticut Sun,CON,Guard
3934218,13.073170731707316,4.734924729615239,4.317073170731708,0.9024390243902439,18.29268292682927,24.29268292682927,41,32,Megan DiLeo,132052,Portland Fire,POR,Center
4001679,6.03030303030303,3.932912792104985,3.1515151515151514,5.454545454545454,14.636363636363637,28.363636363636363,33,31,Julie Allemand,131935,Toronto Tempo,TOR,Guard
4038379,8.214285714285714,7.15860633079534,2.0238095238095237,2.3333333333333335,12.571428571428571,20.19047619047619,42,18,Marine Johannes,9,New York Liberty,NY,Guard
4065760,4.051282051282051,4.773549479043859,1.0769230769230769,2.0256410256410255,7.153846153846154,13.64102564102564,39,4,Tyasha Harris,5,Indiana Fever,IND,Guard
4065780,6.318181818181818,4.235908113683382,4.681818181818182,1.3863636363636365,12.386363636363637,20.204545454545453,44,11,Kaila Charles,129689,Golden State Valkyries,GS,Guard
4065870,19.204545454545453,8.111374572968636,4.340909090909091,6.818181818181818,30.363636363636363,32.36363636363637,44,44,Jackie Young,17,Las Vegas Aces,LV,Guard
4066533,14.9375,7.741540648533935,3.84375,4.71875,23.5,29.9375,32,31,Sabrina Ionescu,9,New York Liberty,NY,Guard
4066546,1.1,1.523883926754995,0.5,0.2,1.8,3.3,10,0,Nadia Fingall,129689,Golden State Valkyries,GS,Center
4066548,8.818181818181818,7.040144626613602,3.090909090909091,0.6363636363636364,12.545454545454545,16.181818181818183,11,0,DiJonai Carrington,19,Chicago Sky,CHI,Guard
4066553,7.333333333333333,3.0550504633038935,0.6666666666666666,2.0,10.0,15.333333333333334,3,0,Aari McDonald,8,Minnesota Lynx,MIN,Guard
4068042,8.88888888888889,4.373803691314773,6.694444444444445,1.1388888888888888,16.72222222222222,22.72222222222222,36,27,Natasha Mack,11,Phoenix Mercury,PHX,Forward
4068104,0.0,,0.0,2.0,2.0,6.0,1,0,Peyton Williams,11,Phoenix Mercury,PHX,Forward
4068159,3.36,4.029888335921977,0.84,2.0,6.2,10.4,25,2,Sug Sutton,3,Dallas Wings,DAL,Guard
4068161,2.0,,5.0,1.0,8.0,15.0,1,0,Joyner Holmes,14,Seattle Storm,SEA,Forward
4068346,7.5,7.7781745930520225,0.0,3.0,10.5,15.0,2,1,Kamiah Smalls,132052,Portland Fire,POR,Forward
4257500,8.594594594594595,5.372044197403709,2.135135135135135,1.7297297297297298,12.45945945945946,19.027027027027028,37,34,Cecilia Zandalasini,129689,Golden State Valkyries,GS,Forward
4280850,4.068181818181818,3.208982503903598,2.3636363636363638,1.0909090909090908,7.5227272727272725,14.272727272727273,44,5,Maya Caldwell,8,Minnesota Lynx,MIN,Guard
4280877,4.888888888888889,6.112373606964083,1.0,0.8888888888888888,6.777777777777778,11.777777777777779,9,0,Chloe Bibby,8,Minnesota Lynx,MIN,Forward
4280892,12.642857142857142,8.932284942035508,1.8571428571428572,1.4285714285714286,15.928571428571429,17.428571428571427,14,0,Chennedy Carter,17,Las Vegas Aces,LV,Guard
4281190,3.642857142857143,3.733572075045618,1.3571428571428572,2.0714285714285716,7.071428571428571,15.285714285714286,14,1,Dana Evans,17,Las Vegas Aces,LV,Guard
4281929,10.384615384615385,6.461920013154779,2.769230769230769,1.9230769230769231,15.076923076923077,16.692307692307693,13,5,Satou Sabally,9,New York Liberty,NY,Forward
4281930,0.8,1.6193277068654826,1.2,0.4,2.4,8.3,10,0,Anneli Maley,9,New York Liberty,NY,Forward
4282168,4.083333333333333,3.2693127407914724,0.4166666666666667,1.2083333333333333,5.708333333333333,12.958333333333334,24,0,Kiana Williams,131935,Toronto Tempo,TOR,Guard
4282173,9.025,6.482669203345179,2.55,1.675,13.25,24.825,40,40,Michaela Onyenwere,16,Washington Mystics,WSH,Forward
4336633,3.3333333333333335,2.92261298612503,2.8181818181818183,0.45454545454545453,6.606060606060606,10.212121212121213,33,0,Li Yueru,3,Dallas Wings,DAL,Center
4337216,6.295454545454546,4.6634628587665565,2.477272727272727,0.7045454545454546,9.477272727272727,13.704545454545455,44,2,Han Xu,9,New York Liberty,NY,Center
4398577,0.2857142857142857,0.7559289460184545,0.7142857142857143,0.0,1.0,3.5714285714285716,7,0,Miela Sowah,129689,Golden State Valkyries,GS,Guard
4398674,17.74418604651163,6.612012960750606,3.813953488372093,3.697674418604651,25.25581395348837,34.23255813953488,43,43,Rhyne Howard,20,Atlanta Dream,ATL,Guard
4398729,10.136363636363637,4.830094173528975,5.7272727272727275,2.090909090909091,17.954545454545453,24.65909090909091,44,44,Emily Engstler,132052,Portland Fire,POR,Forward
4398764,14.55813953488372,6.4634589205905595,2.3488372093023258,2.488372093023256,19.3953488372093,28.88372093023256,43,35,Rae Burrell,6,Los Angeles Sparks,LA,Guard
4398766,2.142857142857143,2.2677868380553634,1.0,0.14285714285714285,3.2857142857142856,9.571428571428571,7,0,Zaay Green,131935,Toronto Tempo,TOR,Guard
4398768,12.291666666666666,5.789639672400337,5.25,1.7083333333333333,19.25,23.916666666666668,24,20,Nyara Sabally,131935,Toronto Tempo,TOR,Forward
4398776,11.615384615384615,5.575394178254573,6.410256410256411,0.8974358974358975,18.923076923076923,24.17948717948718,39,39,NaLyssa Smith,17,Las Vegas Aces,LV,Forward
4398829,5.204545454545454,4.229352281238355,3.0,0.6818181818181818,8.886363636363637,18.613636363636363,44,41,Lexie Hull,5,Indiana Fever,IND,Guard
4398907,2.5789473684210527,3.2027035363143543,1.0,0.42105263157894735,4.0,7.631578947368421,19,0,Kate Martin,19,Chicago Sky,CHI,Guard
4398911,16.953488372093023,6.509895355651135,9.488372093023257,2.5813953488372094,29.023255813953487,29.3953488372093,43,43,Shakira Austin,16,Washington Mystics,WSH,Center
4398915,9.093023255813954,5.353298731527141,4.558139534883721,1.5813953488372092,15.232558139534884,28.767441860465116,43,41,Naz Hillmon,20,Atlanta Dream,ATL,Forward
4398935,12.181818181818182,5.217469435944074,3.6363636363636362,5.7272727272727275,21.545454545454547,28.568181818181817,44,44,Veronica Burton,129689,Golden State Valkyries,GS,Guard
4398938,3.619047619047619,4.067876478903833,3.142857142857143,1.4285714285714286,8.19047619047619,15.19047619047619,21,0,Dorka Juhasz,8,Minnesota Lynx,MIN,Forward
4398965,0.5,0.7071067811865476,1.0,0.5,2.0,5.5,2,0,Christyn Williams,3,Dallas Wings,DAL,Guard
4398966,10.121212121212121,5.066788774445653,5.878787878787879,1.6363636363636365,17.636363636363637,21.242424242424242,33,23,Olivia Nelson-Ododa,18,Connecticut Sun,CON,Center
4399342,5.357142857142857,5.573550029407971,1.0952380952380953,1.4285714285714286,7.880952380952381,15.380952380952381,42,11,Lexi Held,11,Phoenix Mercury,PHX,Guard
4399415,6.536585365853658,4.370912724910037,2.682926829268293,0.8780487804878049,10.097560975609756,14.804878048780488,41,10,Maddy Siegrist,3,Dallas Wings,DAL,Forward
4420318,6.857142857142857,4.70445194808791,4.0,1.7857142857142858,12.642857142857142,20.357142857142858,14,9,Ezi Magbegor,14,Seattle Storm,SEA,Forward
4432830,4.486486486486487,4.311622674827898,3.5405405405405403,1.2702702702702702,9.297297297297296,17.56756756756757,37,23,Jordan Horston,14,Seattle Storm,SEA,Forward
4432831,16.125,5.888657066877137,7.95,2.975,27.05,27.1,40,40,Aliyah Boston,5,Indiana Fever,IND,Center
4432832,7.536585365853658,5.287237279409776,1.6585365853658536,1.0731707317073171,10.268292682926829,15.073170731707316,41,1,Zia Cooke,14,Seattle Storm,SEA,Guard
4432834,3.8974358974358974,4.7060703899877625,3.0,0.9743589743589743,7.871794871794871,11.666666666666666,39,1,Laeticia Amihere,129689,Golden State Valkyries,GS,Forward
4432844,1.0,1.4142135623730951,0.5,0.0,1.5,3.5,2,0,Aubrey Griffin,9,New York Liberty,NY,Forward
4432865,6.409090909090909,3.9843775261153533,1.3863636363636365,1.75,9.545454545454545,20.636363636363637,44,18,Jacy Sheldon,19,Chicago Sky,CHI,Guard
4433293,9.666666666666666,4.163331998932266,1.6666666666666667,1.3333333333333333,12.666666666666666,19.666666666666668,3,0,Charisma Osborne,132052,Portland Fire,POR,Guard
4433386,1.9230769230769231,2.6287366566958377,0.9230769230769231,1.0769230769230769,3.923076923076923,7.6923076923076925,13,1,Jaylyn Sherrod,14,Seattle Storm,SEA,Guard
4433402,16.3953488372093,5.851900525159981,12.116279069767442,2.7906976744186047,31.302325581395348,31.069767441860463,43,43,Angel Reese,20,Atlanta Dream,ATL,Forward
4433403,22.275,8.560456194409866,3.95,8.325,34.55,31.125,40,40,Caitlin Clark,5,Indiana Fever,IND,Guard
4433404,9.548387096774194,3.897338490794449,5.0,1.4838709677419355,16.032258064516128,19.225806451612904,31,1,Cameron Brink,6,Los Angeles Sparks,LA,Forward
4433405,14.674418604651162,5.971044936200181,8.627906976744185,2.4651162790697674,25.767441860465116,26.6046511627907,43,43,Kamilla Cardoso,19,Chicago Sky,CHI,Center
4433408,11.066666666666666,6.664022464120214,4.666666666666667,1.0,16.733333333333334,20.666666666666668,30,21,Aaliyah Edwards,18,Connecticut Sun,CON,Forward
4433411,2.72972972972973,3.211512698684814,2.27027027027027,0.5945945945945946,5.594594594594595,8.945945945945946,37,3,Angela Dugalic,16,Washington Mystics,WSH,Forward
4433412,5.454545454545454,4.867063970024606,1.6363636363636365,2.1363636363636362,9.227272727272727,15.772727272727273,22,3,Hailey Van Lith,18,Connecticut Sun,CON,Guard
4433416,2.0,2.8284271247461903,0.0,0.5,2.5,3.0,2,0,Madison Scott,9,New York Liberty,NY,Guard
4433424,2.6,3.977715704047013,1.8,0.6,5.0,12.2,10,0,Maddy Westbeld,11,Phoenix Mercury,PHX,Forward
4433431,3.6857142857142855,3.9539364493347833,0.7714285714285715,1.3714285714285714,5.828571428571428,11.571428571428571,35,1,Te-Hina Paopao,20,Atlanta Dream,ATL,Guard
4433433,5.166666666666667,3.9573879693845893,2.6333333333333333,0.6,8.4,13.5,30,5,Aicha Coulibaly,19,Chicago Sky,CHI,Guard
4433514,6.947368421052632,3.9861067398752033,2.526315789473684,3.0526315789473686,12.526315789473685,22.55263157894737,38,18,Saniya Rivers,18,Connecticut Sun,CON,Guard
4433523,0.8,1.082325538564332,0.5333333333333333,0.9333333333333333,2.2666666666666666,5.133333333333334,15,0,Rori Harmon,16,Washington Mystics,WSH,Guard
4433524,16.775,6.478712676814581,3.775,4.425,24.975,33.0,40,40,Sonia Citron,16,Washington Mystics,WSH,Guard
4433542,0.42857142857142855,1.1338934190276817,1.4285714285714286,0.14285714285714285,2.0,6.857142857142857,7,0,Saylor Poffenbarger,11,Phoenix Mercury,PHX,Guard
4433546,5.651162790697675,4.68474586864865,4.8604651162790695,0.5116279069767442,11.023255813953488,19.13953488372093,43,14,Makayla Timpson,5,Indiana Fever,IND,Forward
4433630,18.0,9.41629792788369,4.75,2.0,24.75,29.5,4,4,Rickea Jackson,19,Chicago Sky,CHI,Forward
4433633,2.0689655172413794,2.71149714157483,1.4827586206896552,0.5517241379310345,4.103448275862069,9.793103448275861,29,0,Kierstan Bell,17,Las Vegas Aces,LV,Forward
4433634,1.8333333333333333,2.136976056643281,1.8333333333333333,0.5,4.166666666666667,7.333333333333333,6,0,Ashten Prechtel,129689,Golden State Valkyries,GS,Forward
4433635,9.767441860465116,5.4240961911259395,2.6744186046511627,1.3953488372093024,13.837209302325581,22.674418604651162,43,43,Diamond Miller,18,Connecticut Sun,CON,Forward
4433643,2.7586206896551726,3.6708812917510802,2.9310344827586206,0.5862068965517241,6.275862068965517,9.96551724137931,29,0,Mackenzie Holmes,14,Seattle Storm,SEA,Forward
4433690,4.0,4.818120558297157,1.3793103448275863,1.7586206896551724,7.137931034482759,11.275862068965518,29,1,Holly Winterburn,132052,Portland Fire,POR,Guard
4433730,20.904761904761905,6.4422747225234485,4.142857142857143,5.880952380952381,30.928571428571427,32.73809523809524,42,42,Paige Bueckers,3,Dallas Wings,DAL,Guard
4433744,2.0,2.8284271247461903,2.5,0.0,4.5,6.5,2,0,Michelle Onyiah,5,Indiana Fever,IND,Center
4433790,13.1,5.868384022410493,1.7333333333333334,1.8333333333333333,16.666666666666668,31.7,30,24,Azzi Fudd,3,Dallas Wings,DAL,Guard
4433791,19.75,6.303234822753253,4.65,5.975,30.375,31.025,40,40,Olivia Miles,8,Minnesota Lynx,MIN,Guard
4433792,2.0,1.8708286933869707,1.8,0.8,4.6,7.0,5,0,Rayah Marshall,18,Connecticut Sun,CON,Center
4433795,0.0,0.0,0.3333333333333333,0.6666666666666666,1.0,3.3333333333333335,3,0,Sania Feagin,6,Los Angeles Sparks,LA,Forward
4433797,3.128205128205128,3.4349556587920818,1.7179487179487178,1.205128205128205,6.051282051282051,11.0,39,0,Raven Johnson,5,Indiana Fever,IND,Guard
4433807,6.051282051282051,5.144996127811535,2.358974358974359,1.2820512820512822,9.692307692307692,11.794871794871796,39,2,Aziaha James,3,Dallas Wings,DAL,Guard
4433808,2.0,2.8284271247461903,1.0,1.0,4.0,10.5,2,0,Shyanne Sellers,6,Los Angeles Sparks,LA,Guard
4433815,2.5,2.5213375135318272,0.5,0.8181818181818182,3.8181818181818183,6.590909090909091,22,0,Lucy Olsen,16,Washington Mystics,WSH,Guard
4434015,1.0,1.4142135623730951,0.5,1.0,2.5,6.5,2,0,JJ Quinerly,3,Dallas Wings,DAL,Guard
4434020,2.210526315789474,2.195300813431026,2.1578947368421053,0.5263157894736842,4.894736842105263,11.394736842105264,38,1,Teonni Key,131935,Toronto Tempo,TOR,Forward
4565505,13.392857142857142,6.51686862838102,3.6785714285714284,3.4642857142857144,20.535714285714285,27.142857142857142,28,20,Kiki Rice,131935,Toronto Tempo,TOR,Guard
4565515,5.666666666666667,3.676295896027891,1.25,2.6666666666666665,9.583333333333334,16.5,12,1,Tonie Morgan,6,Los Angeles Sparks,LA,Guard
4583144,6.642857142857143,4.40521547088763,2.857142857142857,1.8571428571428572,11.357142857142858,19.595238095238095,42,6,Cotie McMahon,16,Washington Mystics,WSH,Guard
4594786,13.621621621621621,8.738011950830282,1.7027027027027026,1.972972972972973,17.2972972972973,20.594594594594593,37,26,Sydney Taylor,19,Chicago Sky,CHI,Guard
4595823,6.0,8.48528137423857,0.0,0.5,6.5,16.0,2,0,Alex Fowler,9,New York Liberty,NY,Forward
4595910,3.2,3.2930904093942583,1.7,0.9,5.8,8.0,10,0,Haley Jones,3,Dallas Wings,DAL,Guard
4596309,3.5,3.7537859676477416,2.3333333333333335,0.16666666666666666,6.0,8.666666666666666,12,0,Liatu King,8,Minnesota Lynx,MIN,Forward
4597509,1.1111111111111112,2.0548046676563256,0.3333333333333333,0.2222222222222222,1.6666666666666667,3.111111111111111,18,0,Aaliyah Nye,6,Los Angeles Sparks,LA,Guard
4599199,5.0,4.690415759823429,2.8,0.6,8.4,14.0,5,0,Morgan Maly,19,Chicago Sky,CHI,Guard
4609797,3.1052631578947367,4.653490169779444,0.7894736842105263,0.3684210526315789,4.2631578947368425,5.684210526315789,19,0,Ta'Niya Latson,17,Las Vegas Aces,LV,Guard
4682797,4.476190476190476,3.280534218980921,2.619047619047619,1.2857142857142858,8.380952380952381,16.571428571428573,21,9,Luisa Geiselsoder,132052,Portland Fire,POR,Center
4682855,3.8,5.692099788303083,1.0,0.4,5.2,8.8,10,0,Justine Pissott,17,Las Vegas Aces,LV,Guard
4683006,8.454545454545455,5.997835107272121,3.272727272727273,2.090909090909091,13.818181818181818,28.863636363636363,22,22,Leonie Fiebich,9,New York Liberty,NY,Forward
4684384,10.962962962962964,5.687242683825734,8.296296296296296,1.4444444444444444,20.703703703703702,22.25925925925926,27,10,Aneesah Morrow,131935,Toronto Tempo,TOR,Forward
4688629,8.5,7.464200272921789,1.5,1.625,11.625,15.625,8,0,Shay Ciezki,11,Phoenix Mercury,PHX,Guard
4698730,6.5,4.123105625617661,1.5,0.5,8.5,15.0,4,0,Kara Dunn,11,Phoenix Mercury,PHX,Guard
